7/7/2006,492.7,495.9,490.0999,490.8,807950
7/12/2006,495.2,497.3,487.1001,488.3,1374150
7/17/2006,469.1,469.5,463.3,463.9999,3265409
7/20/2006,472.5,474.5,470.5,471.1,1597130
